technique,year_start,year_end,num_groups,groups
Protocol Tunneling,2024,2026,6,"VOID MANTICORE, Ember Bear, Salt Typhoon, FIN7, Mustang Panda, Scattered Spider"
Proxy,2019,2021,6,"Turla, Blue Mockingbird, Fox Kitten, Sandworm Team, APT41, Windigo"
Proxy,2024,2026,6,"MirrorFace, MuddyWater, Scattered Spider, Gamaredon Group, Contagious Interview, Cinnamon Tempest"
Query Registry,2017,2019,6,"APT32, Threat Group-3390, Lazarus Group, OilRig, Stealth Falcon, Turla"
Query Registry,2019,2021,6,"APT32, Chimera, APT39, Dragonfly, Fox Kitten, ZIRCONIUM"
Query Registry,2020,2022,6,"Chimera, APT39, Dragonfly, Fox Kitten, ZIRCONIUM, Kimsuky"
Query Registry,2022,2024,6,"Volt Typhoon, Indrik Spider, APT41, Kimsuky, BlackByte, Daggerfly"
Query Registry,2024,2026,6,"Gamaredon Group, Lotus Blossom, Indrik Spider, APT41, BlackByte, Daggerfly"
Registry Run Keys / Startup Folder,2024,2026,6,"Moonstone Sleet, VOID MANTICORE, RedCurl, Storm-1811, Contagious Interview, BlackByte"
Regsvr32,2017,2019,6,"WIRTE, Leviathan, Cobalt Group, Deep Panda, APT19, APT32"
Regsvr32,2018,2020,6,"WIRTE, Leviathan, Blue Mockingbird, Cobalt Group, APT19, Inception"
Remote Access Tools,2023,2025,6,"OilRig, BlackByte, Akira, FIN7, INC Ransom, Medusa Group"
Remote Data Staging,2020,2022,6,"Threat Group-3390, menuPass, FIN6, APT28, Chimera, Leviathan"
Remote Desktop Protocol,2021,2023,6,"Magic Hound, HEXANE, Kimsuky, Dragonfly, FIN7, FIN13"
Remote Desktop Software,2024,2026,6,"Contagious Interview, Storm-0501, Storm-1811, VOID MANTICORE, MuddyWater, Scattered Spider"
Remote Email Collection,2020,2022,6,"HAFNIUM, APT1, Kimsuky, Chimera, Magic Hound, Dragonfly"
Remote Email Collection,2021,2023,6,"APT29, HAFNIUM, Kimsuky, Chimera, Magic Hound, Dragonfly"
SSH,2019,2021,6,"APT39, Fox Kitten, Leviathan, TeamTNT, FIN7, Rocke"
SSH,2020,2022,6,"Fox Kitten, BlackTech, TeamTNT, FIN7, Rocke, Lazarus Group"
SSH,2022,2024,6,"FIN13, BlackTech, Indrik Spider, Aquatic Panda, APT5, Lazarus Group"
Screen Capture,2019,2021,6,"Dragonfly, MuddyWater, GOLD SOUTHFIELD, APT39, Gamaredon Group, Silence"
Security Account Manager,2024,2026,6,"MirrorFace, Agrius, Ember Bear, APT5, Daggerfly, APT41"
Server,2023,2025,6,"Volt Typhoon, Sandworm Team, Mustard Tempest, Leviathan, CURIUM, Daggerfly"
Server,2024,2026,6,"Sandworm Team, Mustard Tempest, Leviathan, CURIUM, VOID MANTICORE, Daggerfly"
Service Execution,2020,2022,6,"Blue Mockingbird, APT39, Wizard Spider, Chimera, APT41, APT38"
Service Execution,2024,2026,6,"FIN7, BlackByte, Moonstone Sleet, INC Ransom, Medusa Group, Velvet Ant"
Spearphishing Link,2025,2027,6,"Storm-1811, WIRTE, MirrorFace, Scattered Spider, APT-C-36, APT42"
Spearphishing via Service,2019,2021,6,"FIN6, Magic Hound, Windshift, APT29, OilRig, Ajax Security Team"
Spearphishing via Service,2020,2022,6,"Lazarus Group, Magic Hound, Windshift, APT29, Ajax Security Team, EXOTIC LILY"
Standard Encoding,2019,2021,6,"MuddyWater, HAFNIUM, APT33, Sandworm Team, TA551, Tropic Trooper"
Steal Web Session Cookie,2024,2026,6,"Sandworm Team, APT42, Scattered Spider, Lotus Blossom, Kimsuky, Star Blizzard"
Symmetric Cryptography,2020,2022,6,"MuddyWater, Higaisa, Inception, Mustang Panda, ZIRCONIUM, Darkhotel"
Symmetric Cryptography,2021,2023,6,"MuddyWater, Higaisa, Mustang Panda, ZIRCONIUM, Volt Typhoon, Darkhotel"
System Service Discovery,2017,2019,6,"APT1, admin@338, Ke3chang, Poseidon Group, OilRig, Turla"
System Service Discovery,2021,2023,6,"Earth Lusca, TeamTNT, Chimera, Indrik Spider, Aquatic Panda, Kimsuky"
System Time Discovery,2019,2021,6,"Sidewinder, The White Company, Darkhotel, Higaisa, Chimera, ZIRCONIUM"
Template Injection,2019,2021,6,"Dragonfly, APT28, Gamaredon Group, Inception, Tropic Trooper, Confucius"
Trusted Relationship,2020,2022,6,"Sandworm Team, GOLD SOUTHFIELD, LAPSUS$, Threat Group-3390, APT29, POLONIUM"
Visual Basic,2023,2025,6,"APT42, Contagious Interview, FIN13, RedCurl, TA2541, Malteiro"
Vulnerability Scanning,2022,2024,6,"Winter Vivern, Magic Hound, Aquatic Panda, Ember Bear, APT41, Earth Lusca"
Web Service,2021,2023,6,"FIN8, TeamTNT, Mustang Panda, EXOTIC LILY, LazyScripter, Fox Kitten"
Web Services,2025,2027,6,"APT-C-36, Contagious Interview, VOID MANTICORE, Gamaredon Group, Medusa Group, Mustang Panda"
Windows Command Shell,2025,2027,6,"WIRTE, UNC3886, Medusa Group, Storm-1811, Contagious Interview, MirrorFace"
Windows Service,2022,2024,6,"Aquatic Panda, BlackByte, Agrius, Cinnamon Tempest, Earth Lusca, OilRig"
Windows Service,2024,2026,6,"Aquatic Panda, BlackByte, Agrius, Lotus Blossom, OilRig, Medusa Group"
Accessibility Features,2017,2019,5,"Axiom, APT41, APT29, APT3, Deep Panda"
Additional Local or Domain Groups,2021,2023,5,"Kimsuky, APT41, Dragonfly, Magic Hound, FIN13"
Additional Local or Domain Groups,2022,2024,5,"Kimsuky, APT41, Magic Hound, APT5, FIN13"
Asymmetric Cryptography,2017,2019,5,"FIN8, Tropic Trooper, OilRig, Cobalt Group, FIN6"
Asymmetric Cryptography,2024,2026,5,"RedCurl, Velvet Ant, RedEcho, APT42, Medusa Group"
Automated Collection,2021,2023,5,"Ke3chang, Confucius, Chimera, Sidewinder, Mustang Panda"
Automated Collection,2022,2024,5,"Ke3chang, RedCurl, Agrius, Ember Bear, Winter Vivern"
Botnet,2024,2026,5,"HAFNIUM, APT-C-36, APT5, Volt Typhoon, Ke3chang"
Bypass User Account Control,2018,2020,5,"Threat Group-3390, APT37, BRONZE BUTLER, Cobalt Group, MuddyWater"
Clear Windows Event Logs,2018,2020,5,"FIN5, APT38, FIN8, APT41, APT32"
Clear Windows Event Logs,2019,2021,5,"Indrik Spider, Dragonfly, APT38, APT41, Chimera"
Clear Windows Event Logs,2024,2026,5,"Aquatic Panda, HAFNIUM, Volt Typhoon, Play, MirrorFace"
Code Signing Certificates,2022,2024,5,"Daggerfly, BlackTech, OilRig, Threat Group-3390, FIN8"
Command Obfuscation,2024,2026,5,"Contagious Interview, Kimsuky, Play, Medusa Group, WIRTE"
Compromise Software Supply Chain,2020,2022,5,"GOLD SOUTHFIELD, Threat Group-3390, Dragonfly, Cobalt Group, Sandworm Team"
Credentials,2021,2023,5,"LAPSUS$, Chimera, Leviathan, APT28, Magic Hound"
Credentials In Files,2020,2022,5,"TeamTNT, Leafminer, APT33, Fox Kitten, Kimsuky"
Credentials In Files,2023,2025,5,"Ember Bear, RedCurl, Scattered Spider, FIN13, Indrik Spider"
Credentials from Web Browsers,2024,2026,5,"Volt Typhoon, Malteiro, APT42, APT41, RedCurl"
DLL,2025,2027,5,"Velvet Ant, MirrorFace, APT-C-36, WIRTE, Storm-1811"
Data Encrypted for Impact,2019,2021,5,"FIN7, TA505, Indrik Spider, APT41, APT38"
Data Encrypted for Impact,2021,2023,5,"FIN7, FIN8, Magic Hound, Indrik Spider, Sandworm Team"
Data Encrypted for Impact,2025,2027,5,"VOID MANTICORE, Storm-1811, Medusa Group, Storm-0501, Water Galura"
Deobfuscate/Decode Files or Information,2025,2027,5,"Storm-1811, Volt Typhoon, Mustang Panda, APT38, FIN7"
Digital Certificates,2020,2022,5,"BlackTech, PROMETHIUM, Lazarus Group, APT29, Silent Librarian"
Digital Certificates,2024,2026,5,"Mustang Panda, UNC3886, Storm-0501, Sea Turtle, Gamaredon Group"
Disable or Modify System Firewall,2020,2022,5,"Kimsuky, Rocke, Dragonfly, TeamTNT, APT38"
Disable or Modify System Firewall,2025,2027,5,"FIN7, Salt Typhoon, Velvet Ant, UNC3886, Medusa Group"
Disable or Modify Tools,2017,2019,5,"Kimsuky, Lazarus Group, Turla, Gorgon Group, Putter Panda"
Domain Groups,2020,2022,5,"Dragonfly, Turla, Inception, OilRig, LAPSUS$"
Domain Groups,2022,2024,5,"INC Ransom, Volt Typhoon, ToddyCat, FIN7, LAPSUS$"
Domain Groups,2024,2026,5,"INC Ransom, Medusa Group, Scattered Spider, Mustang Panda, ToddyCat"
Dynamic Data Exchange,2019,2021,5,"Sidewinder, TA505, Gallmaker, MuddyWater, Leviathan"
Dynamic Resolution,2021,2023,5,"BITTER, Gamaredon Group, APT29, TA2541, Transparent Tribe"
Dynamic Resolution,2022,2024,5,"BITTER, Gamaredon Group, APT29, TA2541, RedEcho"
Dynamic-link Library Injection,2018,2020,5,"Wizard Spider, Lazarus Group, Tropic Trooper, Turla, TA505"
Dynamic-link Library Injection,2020,2022,5,"Wizard Spider, BackdoorDiplomacy, Turla, TA505, Leviathan"
Encrypted/Encoded File,2025,2027,5,"Storm-1811, Kimsuky, Contagious Interview, APT-C-36, MirrorFace"
Exfiltration Over C2 Channel,2025,2027,5,"Scattered Spider, Contagious Interview, Mustang Panda, VOID MANTICORE, WIRTE"
Exfiltration Over Unencrypted Non-C2 Protocol,2017,2019,5,"OilRig, APT33, FIN8, Thrip, Lazarus Group"
Exfiltration to Cloud Storage,2025,2027,5,"Mustang Panda, Medusa Group, MuddyWater, Storm-0501, Contagious Interview"
Exploitation for Client Execution,2024,2026,5,"Ember Bear, UNC3886, Sea Turtle, OilRig, Saint Bear"
Exploitation for Privilege Escalation,2018,2020,5,"PLATINUM, APT33, FIN8, Cobalt Group, Whitefly"
Exploitation for Privilege Escalation,2019,2021,5,"Turla, Tonto Team, ZIRCONIUM, APT33, Whitefly"
Exploitation for Privilege Escalation,2024,2026,5,"HAFNIUM, UNC3886, BlackByte, Volt Typhoon, OilRig"
Exploitation of Remote Services,2018,2020,5,"Threat Group-3390, APT28, Fox Kitten, menuPass, Wizard Spider"
Exploitation of Remote Services,2021,2023,5,"FIN7, MuddyWater, Tonto Team, Dragonfly, Earth Lusca"
External Proxy,2019,2021,5,"Silence, APT39, Tonto Team, MuddyWater, GALLIUM"
Gather Victim Identity Information,2021,2023,5,"APT32, FIN13, LAPSUS$, HEXANE, Magic Hound"
Gather Victim Identity Information,2022,2024,5,"FIN13, LAPSUS$, Volt Typhoon, Star Blizzard, HEXANE"
Gather Victim Identity Information,2023,2025,5,"FIN13, Volt Typhoon, Contagious Interview, Star Blizzard, Scattered Spider"
Gather Victim Identity Information,2024,2026,5,"VOID MANTICORE, Volt Typhoon, Contagious Interview, Star Blizzard, Scattered Spider"
Gather Victim Org Information,2024,2026,5,"Volt Typhoon, Moonstone Sleet, APT28, MirrorFace, FIN7"
Hidden Files and Directories,2018,2020,5,"Rocke, APT28, Tropic Trooper, APT32, Lazarus Group"
Hidden Files and Directories,2019,2021,5,"Rocke, Tropic Trooper, APT32, Transparent Tribe, Mustang Panda"
Hidden Files and Directories,2021,2023,5,"LuminousMoth, Transparent Tribe, FIN13, HAFNIUM, Mustang Panda"
Hidden Files and Directories,2023,2025,5,"LuminousMoth, FIN7, FIN13, HAFNIUM, RedCurl"
Hidden Window,2024,2026,5,"VOID MANTICORE, Medusa Group, FIN7, ToddyCat, APT-C-36"
Internal Proxy,2021,2023,5,"Higaisa, Volt Typhoon, Turla, Lazarus Group, FIN13"
LSASS Memory,2025,2027,5,"VOID MANTICORE, MirrorFace, UNC3886, Mustang Panda, Medusa Group"
Local Accounts,2023,2025,5,"Velvet Ant, Sea Turtle, APT29, FIN7, Play"
Local Email Collection,2024,2026,5,"Winter Vivern, Sea Turtle, WIRTE, RedCurl, MirrorFace"
Log Enumeration,2023,2025,5,"Mustang Panda, Ember Bear, Aquatic Panda, APT5, Volt Typhoon"
Masquerade Task or Service,2024,2026,5,"VOID MANTICORE, Storm-0501, Winter Vivern, Aquatic Panda, UNC3886"
Mshta,2018,2020,5,"FIN7, Kimsuky, APT32, Inception, MuddyWater"
Msiexec,2019,2021,5,"TA505, Rancor, Molerats, Machete, ZIRCONIUM"
Network Share Discovery,2021,2023,5,"FIN13, Tonto Team, Dragonfly, Chimera, APT38"
Network Sniffing,2018,2020,5,"APT33, APT28, DarkVishnya, Kimsuky, Sandworm Team"
Non-Application Layer Protocol,2024,2026,5,"Mustang Panda, UNC3886, Ember Bear, ToddyCat, Gamaredon Group"
OS Credential Dumping,2017,2019,5,"Suckfly, Sowbug, Axiom, Leviathan, Poseidon Group"
OS Credential Dumping,2018,2020,5,"Sowbug, APT32, APT28, APT39, Leviathan"
OS Credential Dumping,2019,2021,5,"Tonto Team, APT32, APT28, APT39, Leviathan"
Obfuscated Files or Information,2021,2023,5,"Earth Lusca, BackdoorDiplomacy, Mustang Panda, Windshift, Ke3chang"
Pass the Hash,2023,2025,5,"Wizard Spider, Ember Bear, APT41, FIN13, Aquatic Panda"
Password Managers,2023,2025,5,"Scattered Spider, UNC3886, Storm-0501, LAPSUS$, Indrik Spider"
Password Spraying,2019,2021,5,"APT33, Chimera, APT28, APT29, Silent Librarian"
Password Spraying,2020,2022,5,"Chimera, APT28, HEXANE, APT29, Silent Librarian"
Process Discovery,2025,2027,5,"MirrorFace, FIN7, Storm-0501, UNC3886, Medusa Group"
Process Injection,2024,2026,5,"APT38, APT5, BlackByte, Gamaredon Group, Velvet Ant"
Protocol Tunneling,2020,2022,5,"Fox Kitten, Leviathan, Cobalt Group, OilRig, Chimera"
Protocol Tunneling,2021,2023,5,"Magic Hound, Cinnamon Tempest, Leviathan, FIN13, Chimera"
Protocol Tunneling,2025,2027,5,"VOID MANTICORE, Salt Typhoon, FIN7, Mustang Panda, Scattered Spider"
Proxy,2025,2027,5,"MirrorFace, MuddyWater, Scattered Spider, Gamaredon Group, Contagious Interview"
Query Registry,2018,2020,5,"APT32, Threat Group-3390, APT39, Fox Kitten, OilRig"
Query Registry,2021,2023,5,"Volt Typhoon, Chimera, Dragonfly, ZIRCONIUM, Kimsuky"
Remote Access Tools,2018,2020,5,"DarkVishnya, Carbanak, GOLD SOUTHFIELD, Cobalt Group, Sandworm Team"
Remote Access Tools,2024,2026,5,"OilRig, BlackByte, Akira, INC Ransom, Medusa Group"
Remote Desktop Software,2025,2027,5,"Contagious Interview, Storm-0501, Storm-1811, VOID MANTICORE, MuddyWater"
Remote Email Collection,2018,2020,5,"FIN4, APT1, Leafminer, Ke3chang, APT28"
Remote Email Collection,2019,2021,5,"FIN4, HAFNIUM, APT1, Chimera, Dragonfly"
Right-to-Left Override,2019,2021,5,"Ke3chang, Ferocious Kitten, BlackTech, Scarlet Mimic, BRONZE BUTLER"
Rundll32,2024,2026,5,"UNC3886, Storm-0501, Aquatic Panda, RedCurl, Daggerfly"
SMB/Windows Admin Shares,2021,2023,5,"APT28, Cinnamon Tempest, Moses Staff, Sandworm Team, FIN13"
SSH,2017,2019,5,"APT39, menuPass, Leviathan, GCMAN, OilRig"
SSH,2018,2020,5,"APT39, Fox Kitten, Leviathan, OilRig, Rocke"
SSH,2021,2023,5,"FIN13, BlackTech, TeamTNT, FIN7, Lazarus Group"
Screen Capture,2023,2025,5,"Volt Typhoon, Winter Vivern, APT42, MoustachedBouncer, Kimsuky"
Screen Capture,2024,2026,5,"Volt Typhoon, Winter Vivern, APT42, VOID MANTICORE, Kimsuky"
Search Open Websites/Domains,2024,2026,5,"Mustang Panda, Volt Typhoon, APT-C-36, Star Blizzard, Contagious Interview"
Security Account Manager,2019,2021,5,"Threat Group-3390, Ke3chang, Dragonfly, GALLIUM, Wizard Spider"
Social Media Accounts,2025,2027,5,"Medusa Group, VOID MANTICORE, Water Galura, Contagious Interview, Scattered Spider"
Software Packing,2024,2026,5,"APT41, Storm-0501, Volt Typhoon, Saint Bear, Medusa Group"
Spearphishing via Service,2018,2020,5,"Dark Caracal, FIN6, Magic Hound, Windshift, OilRig"
Spearphishing via Service,2021,2023,5,"Lazarus Group, APT29, Ajax Security Team, EXOTIC LILY, CURIUM"
Spearphishing via Service,2022,2024,5,"Moonstone Sleet, Lazarus Group, ToddyCat, EXOTIC LILY, CURIUM"
Spearphishing via Service,2023,2025,5,"Moonstone Sleet, ToddyCat, Contagious Interview, Storm-1811, CURIUM"
Standard Encoding,2017,2019,5,"BRONZE BUTLER, Patchwork, APT19, APT33, Lazarus Group"
Standard Encoding,2020,2022,5,"MuddyWater, HAFNIUM, Sandworm Team, TA551, Tropic Trooper"
Symmetric Cryptography,2017,2019,5,"APT28, APT33, BRONZE BUTLER, Stealth Falcon, Lazarus Group"
System Network Configuration Discovery,2025,2027,5,"APT42, Medusa Group, MirrorFace, Scattered Spider, Lotus Blossom"
System Network Connections Discovery,2024,2026,5,"INC Ransom, Lotus Blossom, ToddyCat, Velvet Ant, APT5"
System Service Discovery,2022,2024,5,"Earth Lusca, TeamTNT, Aquatic Panda, Kimsuky, Volt Typhoon"
System Time Discovery,2021,2023,5,"Sidewinder, Darkhotel, Higaisa, Chimera, ZIRCONIUM"
System Time Discovery,2024,2026,5,"FIN7, Volt Typhoon, Kimsuky, CURIUM, UNC3886"
Template Injection,2018,2020,5,"APT28, DarkHydrus, Gamaredon Group, Inception, Tropic Trooper"
Virtual Private Server,2020,2022,5,"Dragonfly, Axiom, Turla, LAPSUS$, HAFNIUM"
Visual Basic,2024,2026,5,"APT42, Contagious Interview, MirrorFace, RedCurl, Malteiro"
Vulnerability Scanning,2024,2026,5,"Winter Vivern, Ember Bear, APT41, Leviathan, VOID MANTICORE"
Windows Management Instrumentation Event Subscription,2019,2021,5,"APT33, Mustang Panda, Blue Mockingbird, Turla, FIN8"
Additional Local or Domain Groups,2023,2025,4,"APT41, Magic Hound, APT5, FIN13"
Archive Collected Data,2018,2020,4,"APT32, menuPass, APT28, Patchwork"
Archive Collected Data,2019,2021,4,"APT32, menuPass, Dragonfly, Leviathan"
Archive Collected Data,2021,2023,4,"Dragonfly, LuminousMoth, Leviathan, Axiom"
Archive Collected Data,2022,2024,4,"LuminousMoth, Axiom, BlackByte, Ember Bear"
Archive via Utility,2025,2027,4,"Lotus Blossom, MirrorFace, VOID MANTICORE, UNC3886"
Asymmetric Cryptography,2018,2020,4,"FIN8, Tropic Trooper, OilRig, Cobalt Group"
Automated Exfiltration,2020,2022,4,"Gamaredon Group, Tropic Trooper, Sidewinder, Ke3chang"
BITS Jobs,2018,2020,4,"APT41, APT39, Patchwork, Leviathan"
Bidirectional Communication,2022,2024,4,"Kimsuky, POLONIUM, Lazarus Group, HEXANE"
Binary Padding,2017,2019,4,"Moafee, Leviathan, Patchwork, BRONZE BUTLER"
Botnet,2025,2027,4,"HAFNIUM, APT-C-36, APT5, Ke3chang"
Browser Information Discovery,2024,2026,4,"Volt Typhoon, Moonstone Sleet, Kimsuky, Scattered Spider"
Brute Force,2017,2019,4,"Turla, OilRig, FIN5, APT41"
Brute Force,2021,2023,4,"Dragonfly, APT28, HEXANE, APT38"
Brute Force,2024,2026,4,"Ember Bear, VOID MANTICORE, Agrius, Storm-0501"
Cached Domain Credentials,2020,2022,4,"OilRig, APT33, MuddyWater, Leafminer"
Clear Command History,2021,2023,4,"menuPass, Lazarus Group, Magic Hound, TeamTNT"
Clear Command History,2022,2024,4,"APT5, Lazarus Group, Aquatic Panda, Magic Hound"
Cloud Accounts,2020,2022,4,"APT33, APT28, Ke3chang, LAPSUS$"
Cloud Accounts,2021,2023,4,"APT29, APT28, Ke3chang, LAPSUS$"
Cloud Accounts,2022,2024,4,"APT29, Ke3chang, LAPSUS$, APT5"
Code Repositories,2024,2026,4,"Scattered Spider, Contagious Interview, APT41, HAFNIUM"
Code Signing Certificates,2020,2022,4,"BlackTech, Patchwork, Wizard Spider, PROMETHIUM"
Code Signing Certificates,2024,2026,4,"Daggerfly, Kimsuky, OilRig, Mustang Panda"
Command Obfuscation,2025,2027,4,"Contagious Interview, Kimsuky, Medusa Group, WIRTE"
Compiled HTML File,2018,2020,4,"Dark Caracal, APT41, Silence, OilRig"
Compute Hijacking,2019,2021,4,"APT41, Blue Mockingbird, TeamTNT, Rocke"
Credentials In Files,2024,2026,4,"Ember Bear, RedCurl, Scattered Spider, Indrik Spider"
Credentials from Password Stores,2022,2024,4,"APT41, Malteiro, HEXANE, Volt Typhoon"
Credentials from Web Browsers,2021,2023,4,"LAPSUS$, ZIRCONIUM, Ajax Security Team, HEXANE"
DNS Server,2022,2024,4,"Sea Turtle, Axiom, LAPSUS$, HEXANE"
Data from Cloud Storage,2024,2026,4,"Storm-0501, Scattered Spider, HAFNIUM, APT42"
Data from Network Shared Drive,2018,2020,4,"BRONZE BUTLER, Gamaredon Group, Sowbug, Fox Kitten"
Data from Network Shared Drive,2020,2022,4,"Gamaredon Group, Fox Kitten, Chimera, APT28"
Dead Drop Resolver,2017,2019,4,"Patchwork, BRONZE BUTLER, RTM, APT41"
Default Accounts,2023,2025,4,"Magic Hound, UNC3886, FIN13, Ember Bear"
Digital Certificates,2021,2023,4,"BlackTech, Lazarus Group, LuminousMoth, Silent Librarian"
Digital Certificates,2025,2027,4,"Mustang Panda, UNC3886, Storm-0501, Gamaredon Group"
Disk Structure Wipe,2018,2020,4,"Sandworm Team, APT37, Lazarus Group, APT38"
Domain Accounts,2018,2020,4,"Sandworm Team, APT3, TA505, Wizard Spider"
Domain Groups,2021,2023,4,"Dragonfly, Volt Typhoon, FIN7, LAPSUS$"
Domain Trust Discovery,2021,2023,4,"Chimera, Earth Lusca, FIN8, Magic Hound"
Domain Trust Discovery,2022,2024,4,"Earth Lusca, Akira, BlackByte, Magic Hound"
Domain Trust Discovery,2025,2027,4,"Storm-1811, Storm-0501, MirrorFace, Lotus Blossom"
Domains,2026,2028,4,"APT-C-36, MuddyWater, WIRTE, VOID MANTICORE"
Drive-by Compromise,2024,2026,4,"Mustard Tempest, Winter Vivern, CURIUM, Daggerfly"
Drive-by Target,2023,2025,4,"LuminousMoth, FIN7, Mustard Tempest, CURIUM"
Execution Guardrails,2024,2026,4,"Contagious Interview, BlackByte, Gamaredon Group, APT-C-36"
Exfiltration Over Unencrypted Non-C2 Protocol,2019,2021,4,"APT33, FIN6, Wizard Spider, APT32"
File Deletion,2025,2027,4,"MirrorFace, Contagious Interview, Medusa Group, UNC3886"
File Transfer Protocols,2020,2022,4,"APT41, Dragonfly, SilverTerrier, Kimsuky"
Gather Victim Org Information,2022,2024,4,"Volt Typhoon, Moonstone Sleet, Kimsuky, Lazarus Group"
Hidden Window,2021,2023,4,"Gamaredon Group, Nomadic Octopus, Higaisa, Kimsuky"
Hidden Window,2025,2027,4,"VOID MANTICORE, Medusa Group, FIN7, APT-C-36"
Indicator Removal from Tools,2018,2020,4,"GALLIUM, APT3, Patchwork, Turla"
Ingress Tool Transfer,2025,2027,4,"Storm-1811, Medusa Group, Scattered Spider, VOID MANTICORE"
Inhibit System Recovery,2025,2027,4,"Scattered Spider, Storm-0501, VOID MANTICORE, Medusa Group"
Internal Proxy,2023,2025,4,"Volt Typhoon, Velvet Ant, Lotus Blossom, FIN13"
Internal Spearphishing,2020,2022,4,"HEXANE, Leviathan, Kimsuky, Gamaredon Group"
Keylogging,2021,2023,4,"HEXANE, FIN13, Ajax Security Team, Tonto Team"
Keylogging,2022,2024,4,"Volt Typhoon, HEXANE, FIN13, APT5"
Keylogging,2023,2025,4,"Volt Typhoon, FIN13, APT5, APT42"
Lateral Tool Transfer,2025,2027,4,"Medusa Group, Velvet Ant, UNC3886, Storm-1811"
Local Accounts,2024,2026,4,"Velvet Ant, Sea Turtle, APT29, Play"
Local Data Staging,2025,2027,4,"UNC3886, WIRTE, Storm-1811, Lotus Blossom"
Local Groups,2020,2022,4,"Chimera, HEXANE, Tonto Team, Turla"
Local Groups,2021,2023,4,"Chimera, HEXANE, Tonto Team, Volt Typhoon"
Log Enumeration,2024,2026,4,"Mustang Panda, Ember Bear, Aquatic Panda, APT5"
Mail Protocols,2019,2021,4,"Kimsuky, APT32, SilverTerrier, Turla"
Malicious File,2025,2027,4,"Storm-1811, MirrorFace, VOID MANTICORE, Contagious Interview"
Malicious Link,2025,2027,4,"APT-C-36, APT38, Contagious Interview, WIRTE"
Multi-hop Proxy,2019,2021,4,"APT28, Leviathan, FIN4, Inception"
NTDS,2024,2026,4,"APT41, Medusa Group, Scattered Spider, MirrorFace"
Native API,2025,2027,4,"Medusa Group, Kimsuky, WIRTE, Mustang Panda"
Network Devices,2023,2025,4,"Volt Typhoon, ZIRCONIUM, Leviathan, APT28"
Network Share Discovery,2023,2025,4,"INC Ransom, FIN13, Medusa Group, BlackByte"
Network Sniffing,2019,2021,4,"APT33, DarkVishnya, Kimsuky, Sandworm Team"
Non-Application Layer Protocol,2020,2022,4,"FIN6, BITTER, BackdoorDiplomacy, HAFNIUM"
Non-Application Layer Protocol,2021,2023,4,"BITTER, BackdoorDiplomacy, HAFNIUM, Metador"
Non-Application Layer Protocol,2022,2024,4,"BITTER, Ember Bear, ToddyCat, Metador"
Non-Standard Port,2025,2027,4,"Velvet Ant, Contagious Interview, MuddyWater, Gamaredon Group"
OS Credential Dumping,2020,2022,4,"Tonto Team, APT32, APT28, APT39"
OS Credential Dumping,2024,2026,4,"BlackByte, Storm-0501, Mustang Panda, Ember Bear"
Obfuscated Files or Information,2022,2024,4,"Earth Lusca, RedCurl, Ke3chang, Moonstone Sleet"
Pass the Hash,2017,2019,4,"GALLIUM, APT1, APT28, APT32"
Pass the Hash,2019,2021,4,"Kimsuky, GALLIUM, Chimera, APT32"
Password Managers,2024,2026,4,"Scattered Spider, UNC3886, Storm-0501, Indrik Spider"
Password Spraying,2021,2023,4,"Chimera, HEXANE, APT29, Silent Librarian"
Peripheral Device Discovery,2017,2019,4,"Gamaredon Group, Equation, APT28, APT37"
Peripheral Device Discovery,2019,2021,4,"BackdoorDiplomacy, Turla, OilRig, APT37"
Peripheral Device Discovery,2020,2022,4,"BackdoorDiplomacy, Turla, TeamTNT, OilRig"
Permission Groups Discovery,2023,2025,4,"APT41, Volt Typhoon, FIN13, Scattered Spider"
Phishing,2025,2027,4,"MuddyWater, AppleJeus, Kimsuky, VOID MANTICORE"
Private Keys,2024,2026,4,"Volt Typhoon, Kimsuky, Storm-0501, Scattered Spider"
Process Hollowing,2017,2019,4,"Patchwork, menuPass, Gorgon Group, Threat Group-3390"
Process Injection,2019,2021,4,"Silence, APT32, Kimsuky, APT41"
Python,2023,2025,4,"RedCurl, Cinnamon Tempest, UNC3886, Contagious Interview"
Python,2024,2026,4,"RedCurl, VOID MANTICORE, UNC3886, Contagious Interview"
Regsvr32,2019,2021,4,"WIRTE, Blue Mockingbird, TA551, Inception"
Regsvr32,2020,2022,4,"Blue Mockingbird, TA551, Kimsuky, Inception"
Remote Access Tools,2020,2022,4,"DarkVishnya, TeamTNT, GOLD SOUTHFIELD, Sandworm Team"
Remote Data Staging,2018,2020,4,"Threat Group-3390, menuPass, FIN8, FIN6"
Remote Data Staging,2021,2023,4,"MoustachedBouncer, APT28, Chimera, Leviathan"
Remote Desktop Protocol,2025,2027,4,"Medusa Group, VOID MANTICORE, Scattered Spider, MirrorFace"
Remote Desktop Software,2019,2021,4,"Evilnum, RTM, Mustang Panda, Kimsuky"
Remote Email Collection,2022,2024,4,"APT29, Star Blizzard, Kimsuky, Magic Hound"
Remote System Discovery,2025,2027,4,"Mustang Panda, Lotus Blossom, MirrorFace, Medusa Group"
Replication Through Removable Media,2020,2022,4,"FIN7, Aoqin Dragon, Mustang Panda, Tropic Trooper"
